biosample_id,sampleid,organism,host,city,state,zip,country,university,lat_lon,horse,visit,sample_order,dob,collection_date,age_of_collection,sample_age,month_norm,equine_sex,sex,breed,breed_type,diagnosis,disease_category,colic_inflammatory,acute_gi_subgroup,disease_category_healthy,disease_category_acute_gi,disease_category_musculoskeletal,disease_category_ocular,disease_category_integumentary,disease_category_respiratory,disease_category_chronic_gi,disease_category_neurologic,disease_category_dental,disease_category_reproductive,disease_category_systemic,disease_category_cardiovascular,disease_category_immune_mediated,disease_category_urinary,euthanasia_death,treatment,treatment_analgesic,treatment_antibiotic,treatment_surgery,treatment_antacid,treatment_drug,treatment_procedure,treatment_sedative,treatment_supplement,treatment_antibiotic_aminoglycoside,treatment_NSAID,treatment_anesthetic,treatment_antibiotic_beta_lactam,treatment_antibiotic_cephalosporin,treatment_fluid,treatment_antibiotic_sulfonamide,treatment_corticosteroid,feed,feed_pasture,feed_hay,feed_grain,feed_nursing
SAMN44360312,AE1392,Equine Feces,Equus caballus,Caseyville,IL,62232,USA,University of Missouri,38.94 N 92.32 W,8068321,1,1,11/1/96,1/15/21,8841,1,1.483870968,Gelding,Male,Quarter Horse,Quarter Horse,"Colic, large colon impaction",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,"NG tube, flunixin",,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360313,AE1412,Equine Feces,Equus caballus,Shipman,IL,62685,USA,University of Missouri,38.94 N 92.32 W,7122495,1,1,7/9/05,1/16/21,5670,1,1.516129032,Gelding,Male,Warmblood,Warmblood,"stromal ulcer, uveitis",Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,"atropine, ofloxacin, voriconazole",,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360314,AE1385,Equine Feces,Equus caballus,Caseyville,IL,62232,USA,University of Missouri,38.94 N 92.32 W,8068321,1,2,11/1/96,1/16/21,8842,2,1.516129032,Gelding,Male,Quarter Horse,Quarter Horse,"Colic, large colon impaction",Gastrointestinal (Acute),no,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,"NG tube, flunixin",,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360315,AE1401,Equine Feces,Equus caballus,Shipman,IL,62685,USA,University of Missouri,38.94 N 92.32 W,7122495,1,2,7/9/05,1/17/21,5671,2,1.548387097,Gelding,Male,Warmblood,Warmblood,"stromal ulcer, uveitis",Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,"atropine, ofloxacin, voriconazole",,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360316,AE1406,Equine Feces,Equus caballus,Dittmer,MO,63023,USA,University of Missouri,38.94 N 92.32 W,8079121,1,1,1/1/10,1/18/21,4035,1,1.580645161,Mare,Female,Appaloosa,Other,surgery recheck,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,enrofloxacin,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360317,UK192,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225983,1,1,5/10/14,1/18/21,2445,1,1.580645161,Gelding,Male,Warmblood,Warmblood,"Sinuitis, Primary sinusitis",Respiratory,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,No,Trephine and lavage,,,Sinus surgery,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360318,UK194,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,223205,1,1,5/30/18,1/18/21,964,1,1.580645161,Gelding,Male,Warmblood,Warmblood,"Sarcoids, Sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360319,UK389,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225982,1,1,5/30/18,1/18/21,964,1,1.580645161,Gelding,Male,Hanoverian,Warmblood,"Sarcoid, Sarcoid",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Surgery, laser removal",,,Laser Removal,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN44360320,UK195,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,223205,1,2,5/30/18,1/19/21,965,2,1.612903226,Gelding,Male,Warmblood,Warmblood,"Sarcoids, Sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360321,UK197,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225422,1,1,6/10/13,1/19/21,2780,1,1.612903226,Gelding,Male,Thoroughbred,Hot-blooded,"Head shaking, Idiopathic",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,PENS,,,,,,PENS,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360322,UK200,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226071,1,1,4/15/14,1/19/21,2471,1,1.612903226,Mare,Female,Connemara,Pony,"Lameness, DFTS effusion",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,No treatment at this visit,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360323,UK202,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226056,1,1,1/8/15,1/19/21,2203,1,1.612903226,Gelding,Male,Warmblood,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI/DIP jt medication,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360324,UK198,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225422,1,2,6/10/13,1/20/21,2781,2,1.64516129,Gelding,Male,Thoroughbred,Hot-blooded,"Head shaking, Idiopathic",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,PENS,,,,,,PENS,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360325,UK201,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226071,1,2,4/15/14,1/20/21,2472,2,1.64516129,Mare,Female,Connemara,Pony,"Lameness, DFTS effusion",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,No treatment at this visit,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360326,UK206,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,216424,1,1,12/31/09,1/20/21,4038,1,1.64516129,Mare,Female,Andalusian,Other,"Mastitis, Mastitis",Reproductive,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No,Conservative management,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360327,UK208,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226047,1,1,1/6/12,1/20/21,3302,1,1.64516129,Mare,Female,Thoroughbred,Hot-blooded,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360328,UK209,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226083,1,1,1/18/13,1/20/21,2924,1,1.64516129,Mare,Female,Warmblood,Warmblood,"Back soreness, iDSP",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Cranial wedge ostectomy,,,Ostectomy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360329,UK213,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225140,1,1,2/18/11,1/20/21,3624,1,1.64516129,Gelding,Male,Warmblood,Warmblood,"Sarcoids, sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360330,UK196,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,223205,1,3,5/30/18,1/21/21,967,4,1.677419355,Gelding,Male,Warmblood,Warmblood,"Sarcoids, Sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360331,UK203,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226056,1,2,1/8/15,1/21/21,2205,3,1.677419355,Gelding,Male,Warmblood,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI/DIP jt medication,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360332,UK214,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226053,1,1,1/7/07,1/21/21,5128,1,1.677419355,Gelding,Male,Irish Sport Horse,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360333,AE1411,Equine Feces,Equus caballus,Rolla,MO,65401,USA,University of Missouri,38.94 N 92.32 W,8096721,1,1,1/1/15,1/22/21,2213,1,1.709677419,Gelding,Male,Quarter Horse,Quarter Horse,Mass removal,Ocular,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,TMS,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360334,UK199,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225422,1,3,6/10/13,1/22/21,2783,4,1.709677419,Gelding,Male,Thoroughbred,Hot-blooded,"Head shaking, Idiopathic",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,PENS,,,,,,PENS,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360335,UK204,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226056,1,3,1/8/15,1/22/21,2206,4,1.709677419,Gelding,Male,Warmblood,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI/DIP jt medication,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360336,UK207,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,216424,1,2,12/31/09,1/22/21,4040,3,1.709677419,Mare,Female,Andalusian,Other,"Mastitis, Mastitis",Reproductive,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,No,Conservative management,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360337,UK210,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226083,1,2,1/18/13,1/22/21,2926,3,1.709677419,Mare,Female,Warmblood,Warmblood,"Back soreness, iDSP",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Cranial wedge ostectomy,,,Ostectomy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360338,UK215,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226087,1,1,1/20/08,1/22/21,4751,1,1.709677419,Gelding,Male,Irish Sport Horse,Warmblood,"Cellulitis, Cellulitis associated with large intra-abdomainl melanoma",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Ultrasound, transrectal palpation, biopsy",,,Biopsy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360339,UK219,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,219132,1,1,11/8/07,1/24/21,4826,1,1.774193548,Mare,Female,Mixed,Other,"Gastric ulcers, EGUS",Gastrointestinal (Acute),no,Other,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Gatroscope,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360340,AE1400,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,1,1/1/17,1/25/21,1485,1,1.806451613,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360341,UK205,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226056,1,4,1/8/15,1/25/21,2209,7,1.806451613,Gelding,Male,Warmblood,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI/DIP jt medication,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360342,UK211,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226083,1,3,1/18/13,1/25/21,2929,6,1.806451613,Mare,Female,Warmblood,Warmblood,"Back soreness, iDSP",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Cranial wedge ostectomy,,,Ostectomy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360343,UK216,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226087,1,2,1/20/08,1/25/21,4754,4,1.806451613,Gelding,Male,Irish Sport Horse,Warmblood,"Cellulitis, Cellulitis associated with large intra-abdomainl melanoma",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Ultrasound, transrectal palpation, biopsy",,,Biopsy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360344,UK220,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,220561,1,1,1/1/00,1/25/21,7695,1,1.806451613,Mare,Female,Cob,Cob,"Sarcoids, Sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360345,UK221,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226062,1,1,1/11/09,1/25/21,4397,1,1.806451613,Gelding,Male,Cob,Cob,"Dental extractions, Periapical infection",Dental,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No,Oral extraction,,,Dental Extraction,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360346,UK222,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226054,1,1,1/7/08,1/25/21,4767,1,1.806451613,Mare,Female,Warmblood,Warmblood,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,MRI,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360347,UK223,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225826,1,1,4/19/11,1/25/21,3569,1,1.806451613,Gelding,Male,Irish Sport Horse,Warmblood,"Lameness, HL proximal suspensory desmitis",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Bilateral HL neurectomy and fasciotomy,,,"Neurectomy,Fasciotomy",,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360348,UK212,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226083,1,4,1/18/13,1/26/21,2930,7,1.838709677,Mare,Female,Warmblood,Warmblood,"Back soreness, iDSP",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Cranial wedge ostectomy,,,Ostectomy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360349,UK217,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226087,1,3,1/20/08,1/26/21,4755,5,1.838709677,Gelding,Male,Irish Sport Horse,Warmblood,"Cellulitis, Cellulitis associated with large intra-abdomainl melanoma",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Ultrasound, transrectal palpation, biopsy",,,Biopsy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360350,UK224,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226090,1,1,1/21/14,1/26/21,2562,1,1.838709677,Mare,Female,Warmblood,Warmblood,"Head shaking, Idiopathic headshaking",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,CT/gabapentin,,,,,Gabapentin,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360351,UK226,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,214297,1,1,2/20/00,1/26/21,7646,1,1.838709677,Gelding,Male,Connemara,Pony,"Lameness, Foot pain",Musculoskeletal,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,DDFT tear,,,,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360352,UK218,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226087,1,4,1/20/08,1/28/21,4757,7,1.903225806,Gelding,Male,Irish Sport Horse,Warmblood,"Cellulitis, Cellulitis associated with large intra-abdomainl melanoma",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,"Ultrasound, transrectal palpation, biopsy",,,Biopsy,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360353,UK225,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226090,1,2,1/21/14,1/28/21,2564,3,1.903225806,Mare,Female,Warmblood,Warmblood,"Head shaking, Idiopathic headshaking",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Yes,CT/gabapentin,,,,,Gabapentin,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360354,AE1382,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,2,1/1/17,1/29/21,1489,5,1.935483871,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360355,AE1386,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,3,1/1/17,1/30/21,1490,6,1.967741935,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360356,AE1394,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,4,1/1/17,1/31/21,1491,7,2,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360357,AE1366,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,5,1/1/17,2/1/21,1492,8,2.035714286,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360358,AE1381,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,1,1/1/11,2/1/21,3684,1,2.035714286,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360359,UK227,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,223356,1,1,8/17/01,2/1/21,7108,1,2.035714286,Gelding,Male,Cob,Cob,"Sarcoid, Sarcoid",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360360,UK228,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,226084,1,1,1/18/16,2/1/21,1841,1,2.035714286,Gelding,Male,Thoroughbred,Hot-blooded,"Neurological signs, Multiple sites of neck pathology (bone remodelling/SCL)",Neurologic,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,No,CT (under GA),,,,,,,,,,,Anesthesia,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360361,UK229,Equine Feces,Equus caballus,Neston,UK,,UK,University of Liverpool,53.29 N 3.03 W,225549,1,1,7/22/06,2/1/21,5308,1,2.035714286,Gelding,Male,Unknown,Other,"Sarcoids, Sarcoids",Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Laser excision,,,Laser Removal,,,,,,,,,,,,,,Hay/haylage fibre cubes,0,1,0,0
SAMN44360362,AE1396,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,2,1/1/11,2/2/21,3685,2,2.071428571,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360363,AE1405,Equine Feces,Equus caballus,Richmond,MO,64085,USA,University of Missouri,38.94 N 92.32 W,8107221,1,6,1/1/17,2/2/21,1493,9,2.071428571,Mare,Female,Missouri Fox Trotter,Other,Healthy,Healthy,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360364,AE1410,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,3,1/1/11,2/3/21,3686,3,2.107142857,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360365,AE1393,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,4,1/1/11,2/4/21,3687,4,2.142857143,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360366,AE1398,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,5,1/1/11,2/5/21,3688,5,2.178571429,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360367,AE1387,Equine Feces,Equus caballus,,,,USA,University of Missouri,38.94 N 92.32 W,8140821,1,1,2/1/19,2/6/21,736,1,2.214285714,Gelding,Male,Quarter Horse,Quarter Horse,"diarrhea, malnutrition, strongylosis",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,"Probiotics, Electrolytes",,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN44360368,AE1390,Equine Feces,Equus caballus,Hamilton,MO,64644,USA,University of Missouri,38.94 N 92.32 W,8142721,1,6,1/1/11,2/6/21,3689,6,2.214285714,Gelding,Male,Tennessee Walking Horse,Other,Sarcoid,Integumentary,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,no,none,,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360369,AE1363,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,8202821,1,1,2/1/19,2/8/21,738,1,2.285714286,Gelding,Male,Quarter Horse,Quarter Horse,"diarrhea, malnutrition, strongylosis",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,"Probiotics, Electrolytes",,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN44360370,AE1370,Equine Feces,Equus caballus,Fulton,MO,65251,USA,University of Missouri,38.94 N 92.32 W,8185721,1,1,2/1/03,2/9/21,6583,1,2.321428571,Gelding,Male,Warmblood,Warmblood,"Colic, SI entrapment and strangulation",Gastrointestinal (Acute),yes,Mechanical,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,"detomidine, flunixin, butorphanol",,,,,,,,,,,,,,,,,,0,0,0,0
SAMN44360371,AE1397,Equine Feces,Equus caballus,Columbia,MO,65201,USA,University of Missouri,38.94 N 92.32 W,7132355,2,1,7/23/02,2/10/21,6777,1,2.357142857,Gelding,Male,Haflinger,Other,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,"flunixin, xylazine, butorphanol",,,,,,,,,,,,,,,,,Pasture/Grain,1,0,1,0
SAMN44360372,AE1389,Equine Feces,Equus caballus,Columbia,MO,65201,USA,University of Missouri,38.94 N 92.32 W,7132355,2,2,7/23/02,2/11/21,6778,2,2.392857143,Gelding,Male,Haflinger,Other,Colic,Gastrointestinal (Acute),no,Non-Specific,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,"flunixin, xylazine, butorphanol",,,,,,,,,,,,,,,,,Pasture/Grain,1,0,1,0
SAMN44360373,AE1373,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,8202821,1,2,2/1/19,2/12/21,742,5,2.428571429,Gelding,Male,Quarter Horse,Quarter Horse,"diarrhea, malnutrition, strongylosis",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,"Probiotics, Electrolytes",,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN44360374,AE1371,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,8202821,1,3,2/1/19,2/14/21,744,7,2.5,Gelding,Male,Quarter Horse,Quarter Horse,"diarrhea, malnutrition, strongylosis",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,"Probiotics, Electrolytes",,,,,,,,,,,,,,,,,Unknown,0,0,0,0
SAMN44360375,AE1414,Equine Feces,Equus caballus,Green Ridge,MO,65332,USA,University of Missouri,38.94 N 92.32 W,8202821,1,4,2/1/19,2/15/21,745,8,2.535714286,Gelding,Male,Quarter Horse,Quarter Horse,"diarrhea, malnutrition, strongylosis",Gastrointestinal (Chronic),,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,"Probiotics, Electrolytes",,,,,,,,,,,,,,,,,Unknown,0,0,0,0
